ID_transcript	Chr	Origin	Start	End	Strand	ID_Gene	Class_code	Exons	Length	GC	CPC2	CPAT	FEELnc	SwissProt	Pfam	ORF.80	ORF.100	ORF.120	RNAcentral_rRNA	RNAcentral_tRNA	RNAcentral_snRNA	RNAcentral_snoRNA	miRBase	PmiREN	CANTATAdb	PLncDB	GreeNC	Ns	CGAT	Significance_level	ID
MSTRG.32903.1	chr6	StringTie	21371629	21371948	-	MSTRG.32903	i	2	288	28.125	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC14160
MSTRG.32904.1	chr6	StringTie	21372652	21374189	-	MSTRG.32904	x	4	1290	39.6899224806202	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	NO	YES	0	non-redundant	High	CSA-LNC14161
MSTRG.32905.1	chr6	StringTie	21374867	21375889	-	MSTRG.32905	u	2	623	35.3130016051364	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	NO	NO	0	non-redundant	High	CSA-LNC14162
MSTRG.32906.1	chr6	StringTie	21376563	21377177	-	MSTRG.32906	x	2	371	32.0754716981132	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC14163
MSTRG.32907.1	chr6	StringTie	21377853	21378720	-	MSTRG.32907	x	2	789	41.191381495564	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	NO	NO	0	non-redundant	High	CSA-LNC14164
MSTRG.32908.1	chr6	StringTie	21412666	21415452	-	MSTRG.32908	x	1	2787	36.8855400071762	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	YES	NO	0	non-redundant	High	CSA-LNC14165
MSTRG.32910.1	chr6	StringTie	21428211	21428444	+	MSTRG.32910	u	1	234	44.017094017094	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	YES	0	non-redundant	High	CSA-LNC14168
MSTRG.32911.1	chr6	StringTie	21428591	21429060	+	MSTRG.32911	u	1	470	29.5744680851064	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC14169
MSTRG.32922.1	chr6	StringTie	21470714	21471122	-	MSTRG.32922	x	2	211	46.4454976303318	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	NO	NO	0	non-redundant	High	CSA-LNC14170
MSTRG.32923.2	chr6	StringTie	21489573	21491055	-	MSTRG.32923	o	2	1311	37.6811594202899	C	NC	NC	NC	NC	YES	YES	YES	NA	NA	NA	NA	NA	NA	NO	NO	YES	0	non-redundant	Medium	CSA-LNC14171
MSTRG.32925.1	chr6	StringTie	21459921	21461226	+	MSTRG.32925	x	2	221	39.8190045248869	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC14173
MSTRG.32934.1	chr6	StringTie	21486404	21486732	-	MSTRG.32934	x	2	216	41.2037037037037	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC14174
MSTRG.32935.1	chr6	StringTie	21554777	21554989	+	MSTRG.32935	u	1	213	23.943661971831	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC14175
MSTRG.32941.1	chr6	StringTie	21555566	21559004	-	MSTRG.32941	x	1	3439	38.7031113695842	NC	NC	NC	NC	NC	YES	YES	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC14176
MSTRG.32942.1	chr6	StringTie	21584441	21584692	-	MSTRG.32942	u	1	252	30.1587301587302	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC14177
MSTRG.32944.2	chr6	StringTie	21573084	21574695	+	MSTRG.32944	o	3	494	36.6396761133603	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	YES	0	non-redundant	High	CSA-LNC14178
MSTRG.32949.1	chr6	StringTie	21586671	21591336	-	MSTRG.32949	x	2	420	39.0476190476191	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	YES	NO	0	non-redundant	High	CSA-LNC14179
MSTRG.32950.1	chr6	StringTie	21591936	21593381	-	MSTRG.32950	u	1	1446	34.9930843706777	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC14180
MSTRG.32951.1	chr6	StringTie	21600151	21600356	+	MSTRG.32951	u	1	206	38.8349514563107	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC14181
MSTRG.32952.4	chr6	StringTie	21593661	21596113	+	MSTRG.32952	o	2	930	39.3548387096774	NC	NC	NC	C	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	Medium	CSA-LNC14182
MSTRG.32953.1	chr6	StringTie	21593836	21594570	-	MSTRG.32953	x	2	634	40.8517350157729	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	YES	NO	0	non-redundant	High	CSA-LNC14183
MSTRG.32955.2	chr6	StringTie	21603893	21604780	+	MSTRG.32955	o	2	864	39.8148148148148	NC	C	C	C	NC	YES	YES	YES	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	Low	CSA-LNC14184
MSTRG.32956.1	chr6	StringTie	21616847	21617087	-	MSTRG.32956	u	1	241	34.8547717842324	NC	NC	C	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	Medium	CSA-LNC14186
MSTRG.32959.3	chr6	StringTie	21561100	21569164	+	MSTRG.32959	x	8	3454	42.4145917776491	NC	NC	NC	NC	NC	YES	NO	NO	NA	NA	NA	NA	NA	NA	YES	YES	YES	0	non-redundant	High	CSA-LNC14204
MSTRG.3296.1	chr1	StringTie	16393230	16393518	+	MSTRG.3296	u	1	289	45.6747404844291	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	YES	YES	0	non-redundant	High	CSA-LNC14219
MSTRG.32963.1	chr6	StringTie	21651519	21654383	-	MSTRG.32963	u	2	1606	30.2615193026152	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	YES	NO	0	non-redundant	High	CSA-LNC14220
MSTRG.32964.1	chr6	StringTie	21620481	21620709	+	MSTRG.32964	u	1	229	30.5676855895197	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC14221
MSTRG.32966.1	chr6	StringTie	21627605	21627820	-	MSTRG.32966	x	1	216	37.5	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC14222
MSTRG.3297.4	chr1	StringTie	16354783	16355257	-	MSTRG.3297	o	2	375	38.1333333333333	NC	NC	NC	C	NC	YES	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	Medium	CSA-LNC14223
MSTRG.32970.1	chr6	StringTie	21660854	21661130	-	MSTRG.32970	x	1	277	41.1552346570397	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	YES	NO	0	non-redundant	High	CSA-LNC14225
MSTRG.32971.1	chr6	StringTie	21681768	21681994	-	MSTRG.32971	u	1	227	26.8722466960352	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC14226
MSTRG.32973.1	chr6	StringTie	21699496	21699708	-	MSTRG.32973	u	1	213	45.5399061032864	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	YES	NO	0	non-redundant	High	CSA-LNC14227
MSTRG.32974.1	chr6	StringTie	21697946	21698488	-	MSTRG.32974	u	1	543	30.3867403314917	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC14228
MSTRG.32978.1	chr6	StringTie	21685420	21686240	+	MSTRG.32978	x	2	637	45.3689167974882	NC	NC	NC	NC	NC	YES	YES	NO	NA	NA	NA	NA	NA	NA	YES	NO	NO	0	non-redundant	High	CSA-LNC14229
MSTRG.32997.2	chr6	StringTie	21849902	21850930	+	MSTRG.32997	o	2	931	41.890440386681	NC	NC	C	NC	C	YES	YES	YES	NA	NA	NA	NA	NA	NA	YES	NO	NO	0	non-redundant	Low	CSA-LNC14231
MSTRG.32999.1	chr6	StringTie	21775064	21776465	+	MSTRG.32999	x	2	410	38.5365853658537	C	NC	NC	NC	NC	YES	YES	YES	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	Medium	CSA-LNC14232
MSTRG.33005.1	chr6	StringTie	21858704	21861478	-	MSTRG.33005	x	2	2117	36.7973547472839	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	NO	NO	0	non-redundant	High	CSA-LNC14233
MSTRG.33010.1	chr6	StringTie	21874525	21875472	-	MSTRG.33010	x	2	893	40.2015677491601	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	NO	NO	0	non-redundant	High	CSA-LNC14235
MSTRG.33011.1	chr6	StringTie	21879021	21879999	-	MSTRG.33011	x	2	220	45.9090909090909	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC14236
MSTRG.33023.1	chr6	StringTie	21923724	21925756	-	MSTRG.33023	u	2	276	39.8550724637681	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	YES	NO	0	non-redundant	High	CSA-LNC14237
MSTRG.33025.1	chr6	StringTie	21927522	21928525	-	MSTRG.33025	x	1	1004	49.5019920318725	NC	NC	NC	NC	NC	YES	NO	NO	NA	NA	NA	NA	NA	NA	YES	YES	NO	0	non-redundant	High	CSA-LNC14238
MSTRG.33029.6	chr6	StringTie	21949692	21950791	-	MSTRG.33029	o	2	1054	43.7381404174573	C	NC	C	C	NC	YES	YES	YES	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	Low	CSA-LNC14239
MSTRG.33034.1	chr6	StringTie	21938017	21938436	+	MSTRG.33034	x	1	420	45.4761904761905	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC14240
MSTRG.33035.1	chr6	StringTie	21969304	21970019	-	MSTRG.33035	u	2	466	37.9828326180258	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	NO	NO	0	non-redundant	High	CSA-LNC14241
MSTRG.33039.1	chr6	StringTie	21952686	21955316	+	MSTRG.33039	x	1	2631	41.6951729380464	C	NC	NC	NC	NC	YES	YES	YES	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	Medium	CSA-LNC14243
MSTRG.33043.2	chr6	StringTie	22038113	22038607	+	MSTRG.33043	x	2	283	44.8763250883392	NC	NC	NC	NC	NC	YES	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC14244
MSTRG.33047.1	chr6	StringTie	22063893	22064785	-	MSTRG.33047	u	1	893	28.3314669652856	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC14245
MSTRG.33048.1	chr6	StringTie	22082699	22083015	-	MSTRG.33048	u	1	317	21.1356466876972	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC14246
MSTRG.3305.1	chr1	StringTie	16483324	16484373	+	MSTRG.3305	u	2	967	38.5729058945191	NC	NC	NC	NC	C	YES	YES	YES	NA	NA	NA	NA	NA	NA	YES	NO	YES	0	non-redundant	Medium	CSA-LNC14247
MSTRG.33050.1	chr6	StringTie	22045299	22045891	-	MSTRG.33050	i	2	301	35.5481727574751	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC14248
MSTRG.33057.3	chr6	StringTie	22108989	22125523	+	MSTRG.33057	u	17	5215	38.1591562799616	C	NC	NC	C	C	YES	YES	YES	NA	NA	NA	NA	NA	NA	YES	YES	YES	0	non-redundant	Low	CSA-LNC14250
MSTRG.33058.1	chr6	StringTie	22122178	22123615	-	MSTRG.33058	u	2	736	37.0923913043478	NC	NC	NC	NC	NC	YES	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC14252
MSTRG.33061.1	chr6	StringTie	22191845	22192066	-	MSTRG.33061	x	1	222	36.9369369369369	NC	NC	NC	C	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	Medium	CSA-LNC14253
MSTRG.33065.1	chr6	StringTie	22150041	22150318	-	MSTRG.33065	i	1	278	33.0935251798561	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC14254
MSTRG.33066.1	chr6	StringTie	22150372	22150704	-	MSTRG.33066	i	1	333	34.5345345345345	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC14255
MSTRG.33067.1	chr6	StringTie	22153165	22153960	-	MSTRG.33067	i	2	677	35.3028064992615	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	NO	NO	0	non-redundant	High	CSA-LNC14256
MSTRG.33076.6	chr6	StringTie	22274999	22275420	-	MSTRG.33076	i	1	422	32.4644549763033	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC14258
MSTRG.33077.1	chr6	StringTie	22273478	22274508	-	MSTRG.33077	i	1	1031	33.7536372453928	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC14259
MSTRG.33079.11	chr6	StringTie	22269294	22271981	-	MSTRG.33079	x	2	1301	36.2029208301307	NC	NC	NC	NC	NC	YES	YES	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC14261
MSTRG.33080.1	chr6	StringTie	22263879	22264313	-	MSTRG.33080	u	2	253	31.6205533596838	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC14263
MSTRG.33095.3	chr6	StringTie	22305209	22306067	-	MSTRG.33095	o	2	475	42.1052631578947	NC	C	NC	NC	C	YES	YES	YES	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	Low	CSA-LNC14264
MSTRG.33111.1	chr6	StringTie	22393904	22394135	-	MSTRG.33111	u	1	232	40.948275862069	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC14265
MSTRG.33113.2	chr6	StringTie	22358742	22363649	+	MSTRG.33113	x	4	2113	35.9204921911973	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	NO	NO	0	non-redundant	High	CSA-LNC14266
MSTRG.33118.1	chr6	StringTie	22399614	22400578	-	MSTRG.33118	x	2	881	37.6844494892168	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	NO	NO	0	non-redundant	High	CSA-LNC14267
MSTRG.33129.1	chr6	StringTie	22462622	22463056	-	MSTRG.33129	x	1	435	34.7126436781609	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC14268
MSTRG.3313.1	chr1	StringTie	16538426	16540987	-	MSTRG.3313	u	3	960	37.6041666666667	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	YES	YES	0	non-redundant	High	CSA-LNC14269
MSTRG.33145.1	chr6	StringTie	22524727	22524950	+	MSTRG.33145	x	1	224	41.5178571428571	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC14271
MSTRG.33146.1	chr6	StringTie	22525622	22525905	+	MSTRG.33146	i	1	284	35.2112676056338	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC14272
MSTRG.33147.1	chr6	StringTie	22529165	22529446	+	MSTRG.33147	x	1	282	46.4539007092199	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC14273
MSTRG.33150.1	chr6	StringTie	22530948	22531203	+	MSTRG.33150	u	1	256	37.890625	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC14274
MSTRG.33158.1	chr6	StringTie	22553928	22555945	-	MSTRG.33158	x	3	749	33.2443257676903	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	NO	NO	0	non-redundant	High	CSA-LNC14275
MSTRG.33159.1	chr6	StringTie	22557075	22557369	-	MSTRG.33159	i	1	295	28.4745762711864	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	YES	NO	0	non-redundant	High	CSA-LNC14276
MSTRG.3316.1	chr1	StringTie	16513360	16514183	+	MSTRG.3316	u	2	335	29.2537313432836	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC14277
MSTRG.3317.1	chr1	StringTie	16515109	16515988	+	MSTRG.3317	x	2	559	35.5992844364937	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC14278
MSTRG.33173.1	chr6	StringTie	22641116	22641469	+	MSTRG.33173	x	2	229	34.4978165938865	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC14279
MSTRG.33175.1	chr6	StringTie	22600320	22601126	+	MSTRG.33175	x	1	807	42.998760842627	NC	C	C	C	NC	YES	YES	NO	NA	NA	NA	NA	NA	NA	NO	NO	YES	0	non-redundant	Low	CSA-LNC14280
MSTRG.33176.1	chr6	StringTie	22601220	22601793	+	MSTRG.33176	x	2	333	35.1351351351351	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC14281
MSTRG.33185.4	chr6	StringTie	22668663	22669130	-	MSTRG.33185	u	2	370	37.5675675675676	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC14282
MSTRG.33187.1	chr6	StringTie	22674214	22679437	+	MSTRG.33187	x	2	483	44.3064182194617	NC	C	NC	NC	NC	YES	NO	NO	NA	NA	NA	NA	NA	NA	YES	YES	NO	0	non-redundant	Medium	CSA-LNC14283
MSTRG.33191.1	chr6	StringTie	22708631	22710090	-	MSTRG.33191	u	1	1460	27.9452054794521	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	YES	NO	0	non-redundant	High	CSA-LNC14285
MSTRG.33192.1	chr6	StringTie	22713602	22714337	-	MSTRG.33192	u	1	736	33.8315217391304	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC14286
MSTRG.33198.1	chr6	StringTie	22724093	22725130	-	MSTRG.33198	x	1	1038	42.1001926782274	NC	NC	NC	NC	NC	YES	YES	NO	NA	NA	NA	NA	NA	NA	YES	NO	NO	0	non-redundant	High	CSA-LNC14287
MSTRG.33204.1	chr6	StringTie	22778431	22779819	+	MSTRG.33204	u	2	724	35.2209944751381	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC14291
MSTRG.33206.1	chr6	StringTie	22769038	22769283	-	MSTRG.33206	x	1	246	47.9674796747967	NC	C	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	Medium	CSA-LNC14294
MSTRG.3321.1	chr1	StringTie	16557338	16560272	+	MSTRG.3321	x	2	2400	39	NC	NC	NC	NC	NC	YES	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC14295
MSTRG.33210.1	chr6	StringTie	22791838	22793158	+	MSTRG.33210	u	2	854	31.3817330210773	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	NO	NO	0	non-redundant	High	CSA-LNC14296
MSTRG.33211.3	chr6	StringTie	22801854	22802358	+	MSTRG.33211	o	2	240	40	NC	NC	C	C	C	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	Low	CSA-LNC14297
MSTRG.3322.1	chr1	StringTie	16576607	16579208	-	MSTRG.3322	u	1	2602	41.3143735588009	NC	NC	NC	NC	NC	YES	YES	YES	NA	NA	NA	NA	NA	NA	YES	YES	YES	0	non-redundant	High	CSA-LNC14298
MSTRG.33220.1	chr6	StringTie	22850791	22851015	+	MSTRG.33220	u	1	225	33.3333333333333	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC14301
MSTRG.33224.2	chr6	StringTie	22867702	22868259	+	MSTRG.33224	x	2	274	44.1605839416058	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	YES	NO	0	non-redundant	High	CSA-LNC14302
MSTRG.33226.1	chr6	StringTie	22873047	22873253	+	MSTRG.33226	i	1	207	40.5797101449275	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	YES	NO	0	non-redundant	High	CSA-LNC14303
MSTRG.3323.1	chr1	StringTie	16577395	16577645	+	MSTRG.3323	u	2	218	38.9908256880734	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	YES	NO	0	non-redundant	High	CSA-LNC14304
MSTRG.33236.2	chr6	StringTie	22921125	22922382	+	MSTRG.33236	x	2	528	39.3939393939394	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC14305
MSTRG.33237.1	chr6	StringTie	22925703	22926905	-	MSTRG.33237	x	1	1203	39.9833748960931	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC14306
MSTRG.3324.1	chr1	StringTie	16578407	16579195	+	MSTRG.3324	u	2	563	46.8916518650089	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	YES	YES	0	non-redundant	High	CSA-LNC14307
MSTRG.33240.2	chr6	StringTie	22930825	22931990	-	MSTRG.33240	o	2	1077	41.5970287836583	NC	NC	NC	C	NC	YES	YES	NO	NA	NA	NA	NA	NA	NA	YES	NO	NO	0	non-redundant	Medium	CSA-LNC14308
MSTRG.33242.1	chr6	StringTie	22891781	22892672	-	MSTRG.33242	x	2	504	42.0634920634921	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC14309
MSTRG.33247.1	chr6	StringTie	22904105	22904652	-	MSTRG.33247	x	2	236	39.8305084745763	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC14310
MSTRG.33248.1	chr6	StringTie	22978852	22979694	+	MSTRG.33248	u	1	843	39.7390272835113	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	YES	0	non-redundant	High	CSA-LNC14311
MSTRG.33251.1	chr6	StringTie	22984275	22985658	+	MSTRG.33251	x	1	1384	36.7774566473988	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	YES	YES	0	non-redundant	High	CSA-LNC14312
MSTRG.33255.1	chr6	StringTie	23004395	23006864	-	MSTRG.33255	u	1	2470	24.4939271255061	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC14313
MSTRG.33258.1	chr6	StringTie	23011743	23012093	+	MSTRG.33258	x	2	230	35.6521739130435	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	NO	NO	0	non-redundant	High	CSA-LNC14314
MSTRG.33259.1	chr6	StringTie	23014432	23014640	+	MSTRG.33259	i	1	209	35.4066985645933	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC14315
MSTRG.33261.2	chr6	StringTie	23040506	23044926	-	MSTRG.33261	o	2	1901	38.5586533403472	C	NC	C	NC	C	YES	YES	YES	NA	NA	NA	NA	NA	NA	YES	NO	YES	0	non-redundant	Low	CSA-LNC14316
MSTRG.33264.1	chr6	StringTie	23049114	23049581	-	MSTRG.33264	i	2	388	36.0824742268041	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC14319
MSTRG.33267.1	chr6	StringTie	23055103	23058128	+	MSTRG.33267	u	2	416	33.1730769230769	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC14320
MSTRG.33268.2	chr6	StringTie	23070290	23071391	+	MSTRG.33268	u	2	905	32.8176795580111	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	YES	NO	0	non-redundant	High	CSA-LNC14324
MSTRG.33270.1	chr6	StringTie	23125295	23125727	-	MSTRG.33270	x	1	433	53.3487297921478	NC	C	NC	NC	NC	YES	YES	YES	NA	NA	NA	NA	NA	NA	YES	NO	NO	0	non-redundant	Medium	CSA-LNC14326
MSTRG.33273.1	chr6	StringTie	22955645	22956341	-	MSTRG.33273	x	2	460	38.2608695652174	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	YES	NO	0	non-redundant	High	CSA-LNC14327
MSTRG.33276.1	chr6	StringTie	22966933	22967142	+	MSTRG.33276	x	1	210	39.0476190476191	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC14328
MSTRG.33278.1	chr6	StringTie	23029650	23033706	+	MSTRG.33278	x	2	403	40.4466501240695	NC	NC	NC	C	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	YES	0	non-redundant	Medium	CSA-LNC14329
