Specie	Sample	Filter_1	Filter_2	Depth	Mapping_rate	Strandedness
C. melo	SRR5465679	passes the trimming step	used for transcript reconstruction	37934661	81.8551%	SR
C. melo	SRR5465681	passes the trimming step	used for transcript reconstruction	37302683	83.0079%	SR
C. melo	SRR5465682	passes the trimming step	used for transcript reconstruction	42668646	78.3724%	SR
C. melo	SRR5465684	passes the trimming step	used for transcript reconstruction	45919968	80.3611%	SR
C. melo	SRR5465686	passes the trimming step	used for transcript reconstruction	44385734/44385734	69.198%	ISR
C. melo	SRR5465688	passes the trimming step	used for transcript reconstruction	25472594/25472594	14.1224%	ISR
C. melo	SRR5465690	passes the trimming step	used for transcript reconstruction	35036551/35036551	12.8983%	ISR
C. melo	SRR5465692	passes the trimming step	used for transcript reconstruction	34328077/34328077	73.061%	ISR
C. melo	SRR5465694	passes the trimming step	used for transcript reconstruction	27384610/27384610	74.2223%	ISR
C. melo	SRR5465696	passes the trimming step	used for transcript reconstruction	24575429/24575429	72.1313%	ISR
C. melo	SRR6023127	passes the trimming step	not used for transcript reconstruction	16255367/16255367	80.898%	IU
C. melo	SRR6023128	passes the trimming step	not used for transcript reconstruction	15679571/15679571	81.977%	IU
C. melo	SRR6023129	passes the trimming step	not used for transcript reconstruction	16205987/16205987	86.0095%	IU
C. melo	SRR6023130	passes the trimming step	not used for transcript reconstruction	18777938/18777938	84.2079%	IU
C. melo	SRR6023131	passes the trimming step	not used for transcript reconstruction	19421249/19421249	84.9046%	IU
C. melo	SRR6023132	passes the trimming step	not used for transcript reconstruction	21489631/21489631	84.5415%	IU
C. melo	SRR6023163	passes the trimming step	not used for transcript reconstruction	23717237/23717237	82.1313%	IU
C. melo	SRR6023164	passes the trimming step	not used for transcript reconstruction	19063659/19063659	84.9398%	IU
C. melo	SRR6023165	passes the trimming step	not used for transcript reconstruction	20830717/20830717	83.7846%	IU
C. melo	SRR6023166	passes the trimming step	not used for transcript reconstruction	17654143/17654143	83.2418%	IU
C. melo	SRR6023167	passes the trimming step	not used for transcript reconstruction	19589688/19589688	85.03%	IU
C. melo	SRR6023168	passes the trimming step	not used for transcript reconstruction	21353552/21353552	84.8249%	IU
C. melo	SRR6320585	passes the trimming step	not used for transcript reconstruction	6147868/6147868	85.1986%	IU
C. melo	SRR6320586	passes the trimming step	not used for transcript reconstruction	7346883/7346883	88.3733%	IU
C. melo	SRR6320587	passes the trimming step	not used for transcript reconstruction	4819757/4819757	86.2282%	IU
C. melo	SRR6320588	passes the trimming step	not used for transcript reconstruction	5963460/5963460	84.9764%	IU
C. melo	SRR6320589	passes the trimming step	not used for transcript reconstruction	6676889/6676889	81.319%	IU
C. melo	SRR6320590	passes the trimming step	not used for transcript reconstruction	5782516/5782516	82.6601%	IU
C. melo	SRR6320591	passes the trimming step	not used for transcript reconstruction	5643658/5643658	85.1134%	IU
C. melo	SRR6320592	passes the trimming step	not used for transcript reconstruction	6399996/6399996	81.4267%	IU
C. melo	SRR6320593	passes the trimming step	not used for transcript reconstruction	5847716/5847716	76.051%	IU
C. melo	SRR6447592	passes the trimming step	not used for transcript reconstruction	19115355/19115355	84.6751%	IU
C. melo	SRR6447593	passes the trimming step	not used for transcript reconstruction	18070719/18070719	84.1838%	IU
C. melo	SRR6447594	passes the trimming step	not used for transcript reconstruction	16440609/16440609	81.3719%	IU
C. melo	SRR6447595	passes the trimming step	not used for transcript reconstruction	17158837/17158837	75.154%	IU
C. melo	SRR6447596	passes the trimming step	not used for transcript reconstruction	16149153/16149153	83.5956%	IU
C. melo	SRR6447597	passes the trimming step	not used for transcript reconstruction	15514647/15514647	82.938%	IU
C. melo	SRR6447598	passes the trimming step	not used for transcript reconstruction	18840165/18840165	85.0622%	IU
C. melo	SRR6447599	passes the trimming step	not used for transcript reconstruction	15834776/15834776	85.3175%	IU
C. melo	SRR6447600	passes the trimming step	not used for transcript reconstruction	16509590/16509590	79.5245%	IU
C. melo	SRR6447601	passes the trimming step	not used for transcript reconstruction	15907267/15907267	79.1514%	IU
C. melo	SRR6447602	passes the trimming step	not used for transcript reconstruction	18384060/18384060	80.9714%	IU
C. melo	SRR6447603	passes the trimming step	not used for transcript reconstruction	16768003/16768003	82.6712%	IU
C. melo	SRR6986536	passes the trimming step	used for transcript reconstruction	33355966/33355966	84.0964%	ISR
C. melo	SRR6986537	passes the trimming step	used for transcript reconstruction	37543684/37543684	80.5462%	ISR
C. melo	SRR6986538	passes the trimming step	used for transcript reconstruction	51083175/51083175	80.5715%	ISR
C. melo	SRR6986539	passes the trimming step	used for transcript reconstruction	46021793/46021793	82.8851%	ISR
C. melo	SRR6986540	passes the trimming step	used for transcript reconstruction	47782482/47782482	86.8518%	ISR
C. melo	SRR6986541	passes the trimming step	used for transcript reconstruction	33428443/33428443	86.9005%	ISR
C. melo	SRR6986542	passes the trimming step	used for transcript reconstruction	28749604/28749604	80.2466%	ISR
C. melo	SRR6986543	passes the trimming step	used for transcript reconstruction	39284896/39284896	87.1446%	ISR
C. melo	SRR6986544	passes the trimming step	used for transcript reconstruction	47457266/47457266	83.5264%	ISR
C. melo	SRR6986545	passes the trimming step	used for transcript reconstruction	46405599/46405599	65.8033%	ISR
C. melo	SRR6986546	passes the trimming step	used for transcript reconstruction	37866928/37866928	79.723%	ISR
C. melo	SRR6986547	passes the trimming step	used for transcript reconstruction	38009182/38009182	75.6922%	ISR
C. melo	SRR6986548	passes the trimming step	used for transcript reconstruction	33559152/33559152	82.3365%	ISR
C. melo	SRR6986549	passes the trimming step	used for transcript reconstruction	2739878/2739878	85.8159%	ISR
C. melo	SRR6986550	passes the trimming step	used for transcript reconstruction	43048903/43048903	67.3537%	ISR
C. melo	SRR6986551	passes the trimming step	used for transcript reconstruction	21229840/21229840	79.1027%	ISR
C. melo	SRR6986552	passes the trimming step	used for transcript reconstruction	38377052/38377052	74.7118%	ISR
C. melo	SRR6986553	passes the trimming step	used for transcript reconstruction	37088882/37088882	77.75%	ISR
C. melo	SRR7343306	passes the trimming step	not used for transcript reconstruction	2539952/2539952	82.6261%	IU
C. melo	SRR7343307	passes the trimming step	not used for transcript reconstruction	3319416/3319416	83.3726%	IU
C. melo	SRR7647228	passes the trimming step	not used for transcript reconstruction	2475110/2475110	82.9042%	IU
C. melo	SRR7647229	passes the trimming step	not used for transcript reconstruction	5730327/5730327	53.7552%	IU
C. melo	SRR7647231	passes the trimming step	not used for transcript reconstruction	4076982/4076982	79.5768%	IU
C. melo	SRR7647236	passes the trimming step	not used for transcript reconstruction	2981490/2981490	73.8717%	IU
C. melo	SRR7647237	passes the trimming step	not used for transcript reconstruction	1593340/1593340	46.107%	IU
C. melo	SRR7647260	passes the trimming step	not used for transcript reconstruction	1753291/1753291	41.194%	IU
C. melo	SRR7777715	passes the trimming step	not used for transcript reconstruction	19131653/19131653	67.2443%	IU
C. melo	SRR7777716	passes the trimming step	not used for transcript reconstruction	19247068/19247068	45.6372%	IU
C. melo	SRR7777717	passes the trimming step	not used for transcript reconstruction	18974926/18974926	74.4683%	IU
C. melo	SRR7777718	passes the trimming step	not used for transcript reconstruction	18745745/18745745	67.6563%	IU
C. melo	SRR7777719	passes the trimming step	not used for transcript reconstruction	18732096/18732096	67.1033%	IU
C. melo	SRR7777720	passes the trimming step	not used for transcript reconstruction	18803245/18803245	67.5622%	IU
C. melo	SRR7777721	passes the trimming step	not used for transcript reconstruction	18333970/18333970	73.6309%	IU
C. melo	SRR7777722	passes the trimming step	not used for transcript reconstruction	18481535/18481535	75.0395%	IU
C. melo	SRR7777723	passes the trimming step	not used for transcript reconstruction	19269164/19269164	68.8659%	IU
C. melo	SRR7777724	passes the trimming step	not used for transcript reconstruction	19516147/19516147	71.7195%	IU
C. melo	SRR7777725	passes the trimming step	not used for transcript reconstruction	18620227/18620227	62.839%	IU
C. melo	SRR7777726	passes the trimming step	not used for transcript reconstruction	18798240/18798240	66.8601%	IU
C. melo	SRR7777727	passes the trimming step	not used for transcript reconstruction	19275881/19275881	66.3631%	IU
C. melo	SRR7777728	passes the trimming step	not used for transcript reconstruction	19025688/19025688	67.3899%	IU
C. melo	SRR7777729	passes the trimming step	not used for transcript reconstruction	19248989/19248989	81.6658%	IU
C. melo	SRR7777730	passes the trimming step	not used for transcript reconstruction	19107580/19107580	82.029%	IU
C. melo	SRR7777731	passes the trimming step	not used for transcript reconstruction	18840105/18840105	82.0099%	IU
C. melo	SRR7777732	passes the trimming step	not used for transcript reconstruction	19078297/19078297	82.9527%	IU
C. melo	SRR7777733	passes the trimming step	not used for transcript reconstruction	18734380/18734380	82.8557%	IU
C. melo	SRR7777734	passes the trimming step	not used for transcript reconstruction	18920732/18920732	82.6642%	IU
C. melo	SRR7777735	passes the trimming step	not used for transcript reconstruction	18770300/18770300	67.8023%	IU
C. melo	SRR7777736	passes the trimming step	not used for transcript reconstruction	18324969/18324969	55.1404%	IU
C. melo	SRR7777737	passes the trimming step	not used for transcript reconstruction	18005966/18005966	51.3156%	IU
C. melo	SRR7777738	passes the trimming step	not used for transcript reconstruction	18670494/18670494	54.7832%	IU
C. melo	SRR8156031	passes the trimming step	not used for transcript reconstruction	23555471/23555471	81.3365%	IU
C. melo	SRR8327217	passes the trimming step	used for transcript reconstruction	5928147/5928147	80.3147%	ISR
C. melo	SRR8327218	passes the trimming step	used for transcript reconstruction	4086656/4086656	57.9839%	ISR
C. melo	SRR8327219	passes the trimming step	used for transcript reconstruction	5642595/5642595	73.8881%	ISR
C. melo	SRR8327220	passes the trimming step	used for transcript reconstruction	6775161/6775161	62.8285%	ISR
C. melo	SRR8327221	passes the trimming step	used for transcript reconstruction	6958491/6958491	70.6731%	ISR
C. melo	SRR8327222	passes the trimming step	used for transcript reconstruction	5266649/5266649	76.8549%	ISR
C. melo	SRR8327223	passes the trimming step	used for transcript reconstruction	6455827/6455827	64.5201%	ISR
C. melo	SRR8327224	passes the trimming step	used for transcript reconstruction	5189196/5189196	79.2799%	ISR
C. melo	SRR8327225	passes the trimming step	used for transcript reconstruction	5517115/5517115	81.7544%	ISR
C. melo	SRR8327226	passes the trimming step	used for transcript reconstruction	4697715/4697715	84.2271%	ISR
C. melo	SRR8327227	passes the trimming step	used for transcript reconstruction	6159442/6159442	69.4305%	ISR
C. melo	SRR8327228	passes the trimming step	used for transcript reconstruction	5859085/5859085	81.1768%	ISR
C. melo	SRR8327229	passes the trimming step	used for transcript reconstruction	5224497/5224497	81.8511%	ISR
C. melo	SRR8327230	passes the trimming step	used for transcript reconstruction	4861851/4861851	83.6531%	ISR
C. melo	SRR8327231	passes the trimming step	used for transcript reconstruction	5642568/5642568	78.5967%	ISR
C. melo	SRR8327232	passes the trimming step	used for transcript reconstruction	4763590/4763590	83.5115%	ISR
C. melo	SRR8327233	passes the trimming step	used for transcript reconstruction	5631936/5631936	82.1852%	ISR
C. melo	SRR8327234	passes the trimming step	used for transcript reconstruction	7110439/7110439	61.0058%	ISR
C. melo	SRR8327235	passes the trimming step	used for transcript reconstruction	7000531/7000531	45.767%	ISR
C. melo	SRR8327236	passes the trimming step	used for transcript reconstruction	5238091/5238091	65.3515%	ISR
C. melo	SRR8327237	passes the trimming step	used for transcript reconstruction	4996864/4996864	65.8056%	ISR
C. melo	SRR8327238	passes the trimming step	used for transcript reconstruction	6206461/6206461	62.1576%	ISR
C. melo	SRR8327239	passes the trimming step	used for transcript reconstruction	6660434/6660434	57.7458%	ISR
C. melo	SRR8327240	passes the trimming step	used for transcript reconstruction	5654654/5654654	70.3922%	ISR
C. melo	SRR8327241	passes the trimming step	used for transcript reconstruction	6192000/6192000	35.5917%	ISR
C. melo	SRR8327242	passes the trimming step	used for transcript reconstruction	5666157/5666157	80.4634%	ISR
C. melo	SRR8327243	passes the trimming step	used for transcript reconstruction	4307623/4307623	67.5049%	ISR
C. melo	SRR8327244	passes the trimming step	used for transcript reconstruction	4742705/4742705	79.5976%	ISR
C. melo	SRR8327245	passes the trimming step	used for transcript reconstruction	5201104/5201104	79.3545%	ISR
C. melo	SRR8327246	passes the trimming step	used for transcript reconstruction	3098111/3098111	78.2014%	ISR
C. melo	SRR8327247	passes the trimming step	used for transcript reconstruction	4944417/4944417	78.9308%	ISR
C. melo	SRR8327248	passes the trimming step	used for transcript reconstruction	5659625/5659625	83.3503%	ISR
C. melo	SRR8327249	passes the trimming step	used for transcript reconstruction	6442408/6442408	81.6468%	ISR
C. melo	SRR8327250	passes the trimming step	used for transcript reconstruction	5611844/5611844	81.0168%	ISR
C. melo	SRR8327251	passes the trimming step	used for transcript reconstruction	5335732/5335732	81.761%	ISR
C. melo	SRR8327252	passes the trimming step	used for transcript reconstruction	5221094/5221094	82.9372%	ISR
C. melo	SRR8327253	passes the trimming step	used for transcript reconstruction	4771522/4771522	83.0876%	ISR
C. melo	SRR8327254	passes the trimming step	used for transcript reconstruction	5267072/5267072	84.5949%	ISR
C. melo	SRR8327255	passes the trimming step	used for transcript reconstruction	5259455/5259455	71.315%	ISR
C. melo	SRR8327256	passes the trimming step	used for transcript reconstruction	5395303/5395303	48.9741%	ISR
C. melo	SRR8996652	passes the trimming step	not used for transcript reconstruction	26056704/26056704	20.8082%	IU
C. melo	SRR8996653	passes the trimming step	not used for transcript reconstruction	23845058/23845058	65.3765%	IU
C. melo	SRR9071694	passes the trimming step	used for transcript reconstruction	39429728/39429728	58.2736%	ISR
C. melo	SRR9071695	passes the trimming step	used for transcript reconstruction	39873752/39873752	58.6095%	ISR
C. melo	SRR9071696	passes the trimming step	used for transcript reconstruction	43730635/43730635	54.4323%	ISR
C. melo	SRR9071697	passes the trimming step	used for transcript reconstruction	41777219/41777219	52.3539%	ISR
C. melo	SRR9071698	passes the trimming step	used for transcript reconstruction	44111630/44111630	46.347%	ISR
C. melo	SRR9071699	passes the trimming step	used for transcript reconstruction	50421590/50421590	53.5573%	ISR
C. melo	SRR9071700	passes the trimming step	used for transcript reconstruction	43482607/43482607	52.8169%	ISR
C. melo	SRR9071701	passes the trimming step	used for transcript reconstruction	46644374/46644374	55.0044%	ISR
C. melo	SRR9071702	passes the trimming step	used for transcript reconstruction	40788002/40788002	59.1597%	ISR
C. melo	SRR9071703	passes the trimming step	used for transcript reconstruction	39128354/39128354	55.1651%	ISR
C. melo	SRR9071704	passes the trimming step	used for transcript reconstruction	42522963/42522963	58.8595%	ISR
C. melo	SRR9071705	passes the trimming step	used for transcript reconstruction	42990642/42990642	55.1554%	ISR
C. melo	SRR9127859	passes the trimming step	not used for transcript reconstruction	18558387/18558387	80.9182%	IU
C. melo	SRR9127860	passes the trimming step	not used for transcript reconstruction	19129271/19129271	82.6537%	IU
C. melo	SRR9127861	passes the trimming step	not used for transcript reconstruction	20211379/20211379	82.0447%	IU
C. melo	SRR9127862	passes the trimming step	not used for transcript reconstruction	18043008/18043008	82.0038%	IU
C. melo	SRR9127863	passes the trimming step	not used for transcript reconstruction	21368269/21368269	81.8235%	IU
C. melo	SRR9127864	passes the trimming step	not used for transcript reconstruction	20579948/20579948	79.9637%	IU
C. melo	SRR9127865	passes the trimming step	not used for transcript reconstruction	20232607/20232607	80.0841%	IU
C. melo	SRR9127866	passes the trimming step	not used for transcript reconstruction	21104652/21104652	80.8068%	IU
C. melo	SRR9127867	passes the trimming step	not used for transcript reconstruction	17373039/17373039	82.3666%	IU
C. melo	SRR9127868	passes the trimming step	not used for transcript reconstruction	20226087/20226087	80.5647%	IU
C. melo	SRR9127869	passes the trimming step	not used for transcript reconstruction	18628593/18628593	77.4915%	IU
C. melo	SRR9127870	passes the trimming step	not used for transcript reconstruction	17288771/17288771	80.3229%	IU
C. melo	SRR9127871	passes the trimming step	not used for transcript reconstruction	20677442/20677442	81.6435%	IU
C. melo	SRR9127872	passes the trimming step	not used for transcript reconstruction	20439784/20439784	78.0889%	IU
C. melo	SRR9127873	passes the trimming step	not used for transcript reconstruction	17950182/17950182	76.0481%	IU
C. melo	SRR9127874	passes the trimming step	not used for transcript reconstruction	17680463/17680463	82.1984%	IU
C. melo	SRR9127875	passes the trimming step	not used for transcript reconstruction	21117864/21117864	80.7759%	IU
C. melo	SRR9127876	passes the trimming step	not used for transcript reconstruction	19343584/19343584	77.7495%	IU
C. melo	SRR9129105	passes the trimming step	used for transcript reconstruction	28672997/28672997	45.8598%	ISR
C. melo	SRR9129106	passes the trimming step	used for transcript reconstruction	33748303/33748303	49.841%	ISR
C. melo	SRR9129107	passes the trimming step	used for transcript reconstruction	40962937/40962937	49.886%	ISR
C. melo	SRR9129108	passes the trimming step	used for transcript reconstruction	36744506/36744506	48.3141%	ISR
C. melo	SRR9129109	passes the trimming step	used for transcript reconstruction	40811397/40811397	49.9535%	ISR
C. melo	SRR9129110	passes the trimming step	used for transcript reconstruction	38271410/38271410	50.3548%	ISR
C. melo	SRR9129111	passes the trimming step	used for transcript reconstruction	35574224/35574224	47.4517%	ISR
C. melo	SRR9129112	passes the trimming step	used for transcript reconstruction	39073145/39073145	45.6796%	ISR
C. melo	SRR9129113	passes the trimming step	used for transcript reconstruction	32604615/32604615	49.0223%	ISR
C. melo	SRR9129114	passes the trimming step	used for transcript reconstruction	42338704/42338704	45.9792%	ISR
C. melo	SRR9129115	passes the trimming step	used for transcript reconstruction	35782545/35782545	48.4962%	ISR
C. melo	SRR9129116	passes the trimming step	used for transcript reconstruction	27311488/27311488	48.5886%	ISR
C. melo	SRR9129117	passes the trimming step	used for transcript reconstruction	30090454/30090454	48.1867%	ISR
C. melo	SRR9129118	passes the trimming step	used for transcript reconstruction	26125334/26125334	49.7616%	ISR
C. melo	SRR9129119	passes the trimming step	used for transcript reconstruction	27260847/27260847	49.401%	ISR
C. melo	SRR9129120	passes the trimming step	used for transcript reconstruction	27330273/27330273	48.7791%	ISR
C. melo	SRR9129121	passes the trimming step	used for transcript reconstruction	28285957/28285957	46.9468%	ISR
C. melo	SRR9129122	passes the trimming step	used for transcript reconstruction	26217390/26217390	47.4571%	ISR
C. melo	SRR9650353	passes the trimming step	not used for transcript reconstruction	21043263/21043263	82.2934%	IU
C. melo	SRR9650354	passes the trimming step	not used for transcript reconstruction	23945278/23945278	82.9994%	IU
C. melo	SRR9650355	passes the trimming step	not used for transcript reconstruction	23304688/23304688	81.1936%	IU
C. melo	SRR9650356	passes the trimming step	not used for transcript reconstruction	23175896/23175896	83.2446%	IU
C. melo	SRR9650357	passes the trimming step	not used for transcript reconstruction	21546845/21546845	79.9852%	IU
C. melo	SRR9650358	passes the trimming step	not used for transcript reconstruction	24666849/24666849	80.7594%	IU
C. melo	SRR9650359	passes the trimming step	not used for transcript reconstruction	20582697/20582697	81.1276%	IU
C. melo	SRR9650360	passes the trimming step	not used for transcript reconstruction	27965033/27965033	81.5215%	IU
C. melo	SRR9650361	passes the trimming step	not used for transcript reconstruction	23013858/23013858	80.8676%	IU
C. melo	SRR9651393	passes the trimming step	not used for transcript reconstruction	19282141/19282141	71.7737%	IU
C. melo	SRR9651394	passes the trimming step	not used for transcript reconstruction	20415020/20415020	81.0445%	IU
C. melo	SRR9651395	passes the trimming step	not used for transcript reconstruction	18941143/18941143	72.3042%	IU
C. melo	SRR9651396	passes the trimming step	not used for transcript reconstruction	19764585/19764585	78.0934%	IU
C. melo	SRR9651397	passes the trimming step	not used for transcript reconstruction	20144328/20144328	79.81%	IU
C. melo	SRR9651398	passes the trimming step	not used for transcript reconstruction	19761885/19761885	79.991%	IU
C. melo	SRR9651399	passes the trimming step	not used for transcript reconstruction	18546435/18546435	79.596%	IU
C. melo	SRR9651400	passes the trimming step	not used for transcript reconstruction	18858032/18858032	68.0101%	IU
C. melo	SRR9651401	passes the trimming step	not used for transcript reconstruction	18713044/18713044	67.9995%	IU
