Specie	Sample	Filter_1	Filter_2	Depth	Mapping_rate	Strandedness
C. sativus	SRR17344467	passes the trimming step	not used for transcript reconstruction	19846582/19846582	87.6364%	IU
C. sativus	SRR17344468	passes the trimming step	not used for transcript reconstruction	20505925/20505925	84.888%	IU
C. sativus	SRR17344469	passes the trimming step	not used for transcript reconstruction	19923957/19923957	84.5289%	IU
C. sativus	SRR17344470	passes the trimming step	not used for transcript reconstruction	23818722/23818722	84.8358%	IU
C. sativus	SRR17344471	passes the trimming step	not used for transcript reconstruction	22606708/22606708	83.3842%	IU
C. sativus	SRR17344472	passes the trimming step	not used for transcript reconstruction	20723186/20723186	83.9961%	IU
C. sativus	SRR17344473	passes the trimming step	not used for transcript reconstruction	20562804/20562804	84.6097%	IU
C. sativus	SRR17344474	passes the trimming step	not used for transcript reconstruction	21510988/21510988	84.7298%	IU
C. sativus	SRR17344475	passes the trimming step	not used for transcript reconstruction	20445767/20445767	85.0132%	IU
C. sativus	SRR17344476	passes the trimming step	not used for transcript reconstruction	24649111/24649111	84.6531%	IU
C. sativus	SRR17344477	passes the trimming step	not used for transcript reconstruction	22284035/22284035	85.1963%	IU
C. sativus	SRR17344478	passes the trimming step	not used for transcript reconstruction	22611266/22611266	82.9056%	IU
C. sativus	SRR17344479	passes the trimming step	not used for transcript reconstruction	22071198/22071198	82.5925%	IU
C. sativus	SRR17344480	passes the trimming step	not used for transcript reconstruction	23167785/23167785	83.3939%	IU
C. sativus	SRR17344481	passes the trimming step	not used for transcript reconstruction	19889118/19889118	82.8995%	IU
C. sativus	SRR17344482	passes the trimming step	not used for transcript reconstruction	20748485/20748485	85.3344%	IU
C. sativus	SRR17344483	passes the trimming step	not used for transcript reconstruction	23390456/23390456	84.6115%	IU
C. sativus	SRR17344484	passes the trimming step	not used for transcript reconstruction	23260129/23260129	85.8573%	IU
C. sativus	SRR17344485	passes the trimming step	not used for transcript reconstruction	22380091/22380091	84.674%	IU
C. sativus	SRR17344486	passes the trimming step	not used for transcript reconstruction	21843002/21843002	86.0024%	IU
C. sativus	SRR17344487	passes the trimming step	not used for transcript reconstruction	22049031/22049031	85.3783%	IU
C. sativus	SRR17344488	passes the trimming step	not used for transcript reconstruction	21618757/21618757	82.0923%	IU
C. sativus	SRR17344489	passes the trimming step	not used for transcript reconstruction	21561931/21561931	84.0879%	IU
C. sativus	SRR17344490	passes the trimming step	not used for transcript reconstruction	23485178/23485178	84.1575%	IU
C. sativus	SRR17344491	passes the trimming step	not used for transcript reconstruction	23626684/23626684	84.9654%	IU
C. sativus	SRR17344492	passes the trimming step	not used for transcript reconstruction	21331944/21331944	81.1766%	IU
C. sativus	SRR17344493	passes the trimming step	not used for transcript reconstruction	21229305/21229305	83.6941%	IU
C. sativus	SRR17344494	passes the trimming step	not used for transcript reconstruction	22162739/22162739	83.1776%	IU
C. sativus	SRR17344495	passes the trimming step	not used for transcript reconstruction	23755979/23755979	83.7361%	IU
C. sativus	SRR17344496	passes the trimming step	not used for transcript reconstruction	22776602/22776602	81.9429%	IU
C. sativus	SRR17344497	passes the trimming step	not used for transcript reconstruction	23795603/23795603	83.1374%	IU
C. sativus	SRR17344498	passes the trimming step	not used for transcript reconstruction	22904016/22904016	85.2818%	IU
C. sativus	SRR17344499	passes the trimming step	not used for transcript reconstruction	20398119/20398119	83.2804%	IU
C. sativus	SRR17344500	passes the trimming step	not used for transcript reconstruction	21270862/21270862	80.9234%	IU
C. sativus	SRR17344501	passes the trimming step	not used for transcript reconstruction	22206336/22206336	83.3617%	IU
C. sativus	SRR17344502	passes the trimming step	not used for transcript reconstruction	22552467/22552467	81.4047%	IU
C. sativus	SRR17344503	passes the trimming step	not used for transcript reconstruction	20626052/20626052	84.9813%	IU
C. sativus	SRR17344504	passes the trimming step	not used for transcript reconstruction	21746913/21746913	83.3242%	IU
C. sativus	SRR17344505	passes the trimming step	not used for transcript reconstruction	20182723/20182723	82.431%	IU
C. sativus	SRR17344506	passes the trimming step	not used for transcript reconstruction	20707248/20707248	84.8658%	IU
C. sativus	SRR17344507	passes the trimming step	not used for transcript reconstruction	20909911/20909911	83.2833%	IU
C. sativus	SRR17344508	passes the trimming step	not used for transcript reconstruction	22232402/22232402	85.8115%	IU
C. sativus	SRR17344509	passes the trimming step	not used for transcript reconstruction	21039025/21039025	86.1635%	IU
C. sativus	SRR17344510	passes the trimming step	not used for transcript reconstruction	22699935/22699935	85.9858%	IU
C. sativus	SRR17344511	passes the trimming step	not used for transcript reconstruction	21683893/21683893	87.7169%	IU
C. sativus	SRR17344512	passes the trimming step	not used for transcript reconstruction	19722974/19722974	87.3898%	IU
C. sativus	SRR17344513	passes the trimming step	not used for transcript reconstruction	21975247/21975247	79.735%	IU
C. sativus	SRR17344514	passes the trimming step	not used for transcript reconstruction	19809439/19809439	84.1708%	IU
C. sativus	SRR1744068	passes the trimming step	not used for transcript reconstruction	51431424/51431424	85.1678%	IU
C. sativus	SRR1744069	passes the trimming step	not used for transcript reconstruction	49914539/49914539	84.3309%	IU
C. sativus	SRR1822672	passes the trimming step	not used for transcript reconstruction	20076954/20076954	89.1251%	IU
C. sativus	SRR2042472	passes the trimming step	used for transcript reconstruction	35482891	81.0255%	SR
C. sativus	SRR2044698	passes the trimming step	used for transcript reconstruction	29946566	80.952%	SR
C. sativus	SRR2044699	passes the trimming step	used for transcript reconstruction	39065282	82.6579%	SR
C. sativus	SRR2044702	passes the trimming step	used for transcript reconstruction	29489446	83.4715%	SR
C. sativus	SRR2044845	passes the trimming step	used for transcript reconstruction	29211140	84.5055%	SR
C. sativus	SRR2044847	passes the trimming step	used for transcript reconstruction	21961875	84.268%	SR
C. sativus	SRR2044887	passes the trimming step	used for transcript reconstruction	26800000	82.143%	SR
C. sativus	SRR2044890	passes the trimming step	used for transcript reconstruction	31775962	80.4399%	SR
C. sativus	SRR2044893	passes the trimming step	used for transcript reconstruction	20734597	79.8274%	SR
C. sativus	SRR2044894	passes the trimming step	used for transcript reconstruction	32752318	79.3776%	SR
C. sativus	SRR2044922	passes the trimming step	used for transcript reconstruction	26944973	81.9911%	SR
C. sativus	SRR2044954	passes the trimming step	used for transcript reconstruction	35774441	80.6232%	SR
C. sativus	SRR2045117	passes the trimming step	used for transcript reconstruction	29006352	82.5202%	SR
C. sativus	SRR2045118	passes the trimming step	used for transcript reconstruction	34049345	82.0276%	SR
C. sativus	SRR2045119	passes the trimming step	used for transcript reconstruction	53029571	41.6608%	SR
C. sativus	SRR2045120	passes the trimming step	used for transcript reconstruction	32453242	82.9664%	SR
C. sativus	SRR2045148	passes the trimming step	used for transcript reconstruction	29357337	74.3055%	SR
C. sativus	SRR2045180	passes the trimming step	used for transcript reconstruction	29482195	83.5713%	SR
C. sativus	SRR2045242	passes the trimming step	used for transcript reconstruction	19587872	85.0774%	SR
C. sativus	SRR2045243	passes the trimming step	used for transcript reconstruction	22163287	84.8653%	SR
C. sativus	SRR2045276	passes the trimming step	used for transcript reconstruction	19170231	84.3037%	SR
C. sativus	SRR2045278	passes the trimming step	used for transcript reconstruction	35514942	84.6751%	SR
C. sativus	SRR2045581	passes the trimming step	used for transcript reconstruction	25324587	83.8126%	SR
C. sativus	SRR2045899	passes the trimming step	used for transcript reconstruction	36215706	83.6493%	SR
C. sativus	SRR2157744	passes the trimming step	not used for transcript reconstruction	7854129/7854129	78.144%	IU
C. sativus	SRR2157745	passes the trimming step	not used for transcript reconstruction	7534916/7534916	75.6883%	IU
C. sativus	SRR2157746	passes the trimming step	not used for transcript reconstruction	7861973/7861973	78.1914%	IU
C. sativus	SRR2157747	passes the trimming step	not used for transcript reconstruction	8132190/8132190	82.5191%	IU
C. sativus	SRR2157748	passes the trimming step	not used for transcript reconstruction	8352630/8352630	76.9561%	IU
C. sativus	SRR2157749	passes the trimming step	not used for transcript reconstruction	6785103/6785103	69.9111%	IU
C. sativus	SRR2157750	passes the trimming step	not used for transcript reconstruction	7732169/7732169	79.3186%	IU
C. sativus	SRR2157751	passes the trimming step	not used for transcript reconstruction	8567073/8567073	85.3574%	IU
C. sativus	SRR2157752	passes the trimming step	not used for transcript reconstruction	8582727/8582727	83.8573%	IU
C. sativus	SRR2157753	passes the trimming step	not used for transcript reconstruction	8115128/8115128	87.1237%	IU
C. sativus	SRR2174492	passes the trimming step	not used for transcript reconstruction	28664472/28664472	86.0151%	IU
C. sativus	SRR2174494	passes the trimming step	not used for transcript reconstruction	51463194/51463194	81.8378%	IU
C. sativus	SRR3057232	passes the trimming step	not used for transcript reconstruction	19173821/19173821	84.3102%	IU
C. sativus	SRR3057233	passes the trimming step	not used for transcript reconstruction	23155759/23155759	84.0636%	IU
C. sativus	SRR3057234	passes the trimming step	not used for transcript reconstruction	17594888/17594888	83.2389%	IU
C. sativus	SRR3057235	passes the trimming step	not used for transcript reconstruction	19532185/19532185	85.4938%	IU
C. sativus	SRR3057236	passes the trimming step	not used for transcript reconstruction	21160801/21160801	86.3776%	IU
C. sativus	SRR3057237	passes the trimming step	not used for transcript reconstruction	18229574/18229574	85.314%	IU
C. sativus	SRR3057238	passes the trimming step	not used for transcript reconstruction	18714426/18714426	82.5577%	IU
C. sativus	SRR3057239	passes the trimming step	not used for transcript reconstruction	18812973/18812973	84.6038%	IU
C. sativus	SRR3057240	passes the trimming step	not used for transcript reconstruction	19850182/19850182	83.4694%	IU
C. sativus	SRR3057241	passes the trimming step	not used for transcript reconstruction	21123002/21123002	85.1337%	IU
C. sativus	SRR3057242	passes the trimming step	not used for transcript reconstruction	23756375/23756375	84.601%	IU
C. sativus	SRR3057243	passes the trimming step	not used for transcript reconstruction	18881756/18881756	84.351%	IU
C. sativus	SRR3057244	passes the trimming step	not used for transcript reconstruction	20345198/20345198	85.0753%	IU
C. sativus	SRR3057245	passes the trimming step	not used for transcript reconstruction	20959403/20959403	85.1122%	IU
C. sativus	SRR3057246	passes the trimming step	not used for transcript reconstruction	20160847/20160847	83.2455%	IU
C. sativus	SRR3057247	passes the trimming step	not used for transcript reconstruction	20697060/20697060	83.2451%	IU
C. sativus	SRR3057248	passes the trimming step	not used for transcript reconstruction	17819004/17819004	83.3091%	IU
C. sativus	SRR3057249	passes the trimming step	not used for transcript reconstruction	21427297/21427297	80.8646%	IU
C. sativus	SRR3057250	passes the trimming step	not used for transcript reconstruction	21239864/21239864	84.4232%	IU
C. sativus	SRR3057251	passes the trimming step	not used for transcript reconstruction	21224701/21224701	84.3498%	IU
C. sativus	SRR3057252	passes the trimming step	not used for transcript reconstruction	17971955/17971955	80.8536%	IU
C. sativus	SRR3057253	passes the trimming step	not used for transcript reconstruction	19194060/19194060	84.2273%	IU
C. sativus	SRR3057254	passes the trimming step	not used for transcript reconstruction	18261532/18261532	83.9691%	IU
C. sativus	SRR3057255	passes the trimming step	not used for transcript reconstruction	18486840/18486840	84.6702%	IU
C. sativus	SRR3057256	passes the trimming step	not used for transcript reconstruction	17720409/17720409	83.4309%	IU
C. sativus	SRR3057257	passes the trimming step	not used for transcript reconstruction	20649246/20649246	84.3502%	IU
C. sativus	SRR3057258	passes the trimming step	not used for transcript reconstruction	19540855/19540855	84.7386%	IU
C. sativus	SRR3057259	passes the trimming step	not used for transcript reconstruction	16951773/16951773	83.9875%	IU
C. sativus	SRR3057260	passes the trimming step	not used for transcript reconstruction	19168095/19168095	84.0144%	IU
C. sativus	SRR3057261	passes the trimming step	not used for transcript reconstruction	21379688/21379688	82.0323%	IU
C. sativus	SRR3057262	passes the trimming step	not used for transcript reconstruction	16764667/16764667	83.0452%	IU
C. sativus	SRR3057263	passes the trimming step	not used for transcript reconstruction	21804667/21804667	82.9602%	IU
C. sativus	SRR3057264	passes the trimming step	not used for transcript reconstruction	17412424/17412424	83.0507%	IU
C. sativus	SRR3156393	doesn't pass the trimming step	NA	0	NA	NA
C. sativus	SRR3156394	doesn't pass the trimming step	NA	0	NA	NA
C. sativus	SRR3156395	doesn't pass the trimming step	NA	0	NA	NA
C. sativus	SRR3156396	doesn't pass the trimming step	NA	0	NA	NA
C. sativus	SRR3156397	doesn't pass the trimming step	NA	0	NA	NA
C. sativus	SRR3156398	doesn't pass the trimming step	NA	0	NA	NA
C. sativus	SRR3156399	doesn't pass the trimming step	NA	0	NA	NA
C. sativus	SRR3156400	doesn't pass the trimming step	NA	0	NA	NA
C. sativus	SRR3156401	doesn't pass the trimming step	NA	0	NA	NA
C. sativus	SRR3156402	doesn't pass the trimming step	NA	0	NA	NA
C. sativus	SRR3156403	doesn't pass the trimming step	NA	0	NA	NA
C. sativus	SRR3156404	doesn't pass the trimming step	NA	0	NA	NA
C. sativus	SRR3156405	doesn't pass the trimming step	NA	0	NA	NA
C. sativus	SRR3156406	doesn't pass the trimming step	NA	0	NA	NA
C. sativus	SRR3156407	doesn't pass the trimming step	NA	0	NA	NA
C. sativus	SRR3156408	doesn't pass the trimming step	NA	0	NA	NA
C. sativus	SRR3156409	doesn't pass the trimming step	NA	0	NA	NA
C. sativus	SRR3156410	doesn't pass the trimming step	NA	0	NA	NA
C. sativus	SRR3156411	doesn't pass the trimming step	NA	0	NA	NA
C. sativus	SRR3156412	doesn't pass the trimming step	NA	0	NA	NA
C. sativus	SRR3156413	doesn't pass the trimming step	NA	0	NA	NA
C. sativus	SRR3156414	doesn't pass the trimming step	NA	0	NA	NA
C. sativus	SRR3156415	doesn't pass the trimming step	NA	0	NA	NA
C. sativus	SRR3156416	doesn't pass the trimming step	NA	0	NA	NA
C. sativus	SRR3156417	doesn't pass the trimming step	NA	0	NA	NA
C. sativus	SRR3156418	doesn't pass the trimming step	NA	0	NA	NA
C. sativus	SRR3156419	doesn't pass the trimming step	NA	0	NA	NA
C. sativus	SRR3156420	doesn't pass the trimming step	NA	0	NA	NA
C. sativus	SRR3156421	doesn't pass the trimming step	NA	0	NA	NA
C. sativus	SRR3156422	doesn't pass the trimming step	NA	0	NA	NA
C. sativus	SRR3156423	doesn't pass the trimming step	NA	0	NA	NA
C. sativus	SRR3156424	doesn't pass the trimming step	NA	0	NA	NA
C. sativus	SRR3156425	doesn't pass the trimming step	NA	0	NA	NA
C. sativus	SRR3156426	doesn't pass the trimming step	NA	0	NA	NA
C. sativus	SRR3156427	doesn't pass the trimming step	NA	0	NA	NA
C. sativus	SRR3156428	doesn't pass the trimming step	NA	0	NA	NA
C. sativus	SRR3156429	doesn't pass the trimming step	NA	0	NA	NA
C. sativus	SRR3156430	doesn't pass the trimming step	NA	0	NA	NA
C. sativus	SRR3156431	doesn't pass the trimming step	NA	0	NA	NA
C. sativus	SRR3156432	doesn't pass the trimming step	NA	0	NA	NA
C. sativus	SRR3156433	doesn't pass the trimming step	NA	0	NA	NA
C. sativus	SRR3156434	doesn't pass the trimming step	NA	0	NA	NA
C. sativus	SRR3156489	passes the trimming step	used for transcript reconstruction	35586640/35586640	83.4212%	ISR
C. sativus	SRR3156490	passes the trimming step	used for transcript reconstruction	28541034/28541034	83.203%	ISR
C. sativus	SRR3156491	passes the trimming step	used for transcript reconstruction	24972749/24972749	82.5444%	ISR
C. sativus	SRR3156492	passes the trimming step	used for transcript reconstruction	40279484/40279484	84.5627%	ISR
C. sativus	SRR3156493	passes the trimming step	used for transcript reconstruction	32076646/32076646	83.4327%	ISR
C. sativus	SRR3156494	passes the trimming step	used for transcript reconstruction	25169836/25169836	84.7959%	ISR
C. sativus	SRR3156495	passes the trimming step	used for transcript reconstruction	31994836/31994836	84.7806%	ISR
C. sativus	SRR3156496	passes the trimming step	used for transcript reconstruction	29707761/29707761	83.6317%	ISR
C. sativus	SRR3156497	passes the trimming step	used for transcript reconstruction	24063761/24063761	84.3572%	ISR
C. sativus	SRR3156498	passes the trimming step	used for transcript reconstruction	40099262/40099262	85.0401%	ISR
C. sativus	SRR3156499	passes the trimming step	used for transcript reconstruction	30956562/30956562	84.0186%	ISR
C. sativus	SRR3156500	passes the trimming step	used for transcript reconstruction	27493629/27493629	84.9206%	ISR
C. sativus	SRR3156507	passes the trimming step	used for transcript reconstruction	33324522/33324522	85.0941%	ISR
C. sativus	SRR3156508	passes the trimming step	used for transcript reconstruction	26658889/26658889	82.3083%	ISR
C. sativus	SRR3156509	passes the trimming step	used for transcript reconstruction	25203581/25203581	80.0128%	ISR
C. sativus	SRR3156510	passes the trimming step	used for transcript reconstruction	32308882/32308882	84.9143%	ISR
C. sativus	SRR3156511	passes the trimming step	used for transcript reconstruction	21431449/21431449	84.3956%	ISR
C. sativus	SRR3156512	passes the trimming step	used for transcript reconstruction	25578781/25578781	80.5293%	ISR
C. sativus	SRR3156513	passes the trimming step	used for transcript reconstruction	32142257/32142257	81.9963%	ISR
C. sativus	SRR3156514	passes the trimming step	used for transcript reconstruction	33862695/33862695	83.1621%	ISR
C. sativus	SRR3156515	passes the trimming step	used for transcript reconstruction	27646788/27646788	78.3058%	ISR
C. sativus	SRR3156516	passes the trimming step	used for transcript reconstruction	31675557/31675557	79.7538%	ISR
C. sativus	SRR3156517	passes the trimming step	used for transcript reconstruction	23830932/23830932	81.9308%	ISR
C. sativus	SRR3156518	passes the trimming step	used for transcript reconstruction	26652441/26652441	79.5356%	ISR
C. sativus	SRR3156519	passes the trimming step	used for transcript reconstruction	31922093/31922093	82.8406%	ISR
C. sativus	SRR3156520	passes the trimming step	used for transcript reconstruction	34786114/34786114	83.8569%	ISR
C. sativus	SRR3156521	passes the trimming step	used for transcript reconstruction	27258667/27258667	85.8297%	ISR
C. sativus	SRR3156522	passes the trimming step	used for transcript reconstruction	31924173/31924173	82.7777%	ISR
C. sativus	SRR3156523	passes the trimming step	used for transcript reconstruction	32126188/32126188	83.9293%	ISR
C. sativus	SRR3156524	passes the trimming step	used for transcript reconstruction	22245253/22245253	80.1966%	ISR
C. sativus	SRR3156525	passes the trimming step	used for transcript reconstruction	29533712/29533712	80.9228%	ISR
C. sativus	SRR3156526	passes the trimming step	used for transcript reconstruction	26168954/26168954	81.1197%	ISR
C. sativus	SRR3156527	passes the trimming step	used for transcript reconstruction	21072182/21072182	80.0382%	ISR
C. sativus	SRR3156528	passes the trimming step	used for transcript reconstruction	31400657/31400657	82.8802%	ISR
C. sativus	SRR3156529	passes the trimming step	used for transcript reconstruction	32530943/32530943	83.7891%	ISR
C. sativus	SRR3156530	passes the trimming step	used for transcript reconstruction	25429687/25429687	85.6229%	ISR
C. sativus	SRR3156531	passes the trimming step	used for transcript reconstruction	28462366/28462366	81.8088%	ISR
C. sativus	SRR3156532	passes the trimming step	used for transcript reconstruction	29413560/29413560	84.6465%	ISR
C. sativus	SRR3156533	passes the trimming step	not used for transcript reconstruction	21977941/21977941	84.9607%	IU
C. sativus	SRR3156534	passes the trimming step	used for transcript reconstruction	21063178/21063178	83.8011%	ISR
C. sativus	SRR3156535	passes the trimming step	used for transcript reconstruction	23074925/23074925	81.6058%	ISR
C. sativus	SRR3156536	passes the trimming step	not used for transcript reconstruction	22187976/22187976	76.6217%	IU
C. sativus	SRR3156537	passes the trimming step	used for transcript reconstruction	28624032/28624032	83.6872%	ISR
C. sativus	SRR3156538	passes the trimming step	used for transcript reconstruction	32315244/32315244	83.3947%	ISR
C. sativus	SRR3156539	passes the trimming step	not used for transcript reconstruction	21039048/21039048	85.714%	IU
C. sativus	SRR3156540	passes the trimming step	used for transcript reconstruction	31502595/31502595	83.003%	ISR
C. sativus	SRR3156541	passes the trimming step	used for transcript reconstruction	35866841/35866841	84.1648%	ISR
C. sativus	SRR3156542	passes the trimming step	not used for transcript reconstruction	20967397/20967397	85.4006%	IU
C. sativus	SRR3156543	passes the trimming step	used for transcript reconstruction	24934196/24934196	81.4516%	ISR
C. sativus	SRR3156544	passes the trimming step	used for transcript reconstruction	21954484/21954484	80.8882%	ISR
C. sativus	SRR3156545	passes the trimming step	used for transcript reconstruction	24290479/24290479	51.8961%	ISR
C. sativus	SRR3156546	passes the trimming step	used for transcript reconstruction	29314359/29314359	81.5039%	ISR
C. sativus	SRR3156547	passes the trimming step	used for transcript reconstruction	33208512/33208512	83.4536%	ISR
C. sativus	SRR3156548	passes the trimming step	not used for transcript reconstruction	23439225/23439225	86.0944%	IU
C. sativus	SRR3207658	passes the trimming step	not used for transcript reconstruction	10645253/10645253	79.9923%	IU
C. sativus	SRR3207659	passes the trimming step	not used for transcript reconstruction	11214769/11214769	81.6343%	IU
C. sativus	SRR3207660	passes the trimming step	not used for transcript reconstruction	15767456/15767456	78.675%	IU
C. sativus	SRR3207661	passes the trimming step	not used for transcript reconstruction	9963222/9963222	79.2623%	IU
C. sativus	SRR3207662	passes the trimming step	not used for transcript reconstruction	10224517/10224517	77.2064%	IU
C. sativus	SRR3207663	passes the trimming step	not used for transcript reconstruction	10264326/10264326	71.314%	IU
C. sativus	SRR3207664	passes the trimming step	not used for transcript reconstruction	10327316/10327316	81.3503%	IU
C. sativus	SRR3207665	passes the trimming step	not used for transcript reconstruction	11619462/11619462	74.945%	IU
C. sativus	SRR3207666	passes the trimming step	not used for transcript reconstruction	10301096/10301096	79.1891%	IU
C. sativus	SRR3207667	passes the trimming step	not used for transcript reconstruction	3476775/3476775	77.0785%	IU
C. sativus	SRR3207668	passes the trimming step	not used for transcript reconstruction	11020261/11020261	75.0906%	IU
C. sativus	SRR3207669	passes the trimming step	not used for transcript reconstruction	11280960/11280960	80.6563%	IU
C. sativus	SRR3207670	passes the trimming step	not used for transcript reconstruction	11544402/11544402	78.5294%	IU
C. sativus	SRR3207671	passes the trimming step	not used for transcript reconstruction	11577040/11577040	81.0683%	IU
C. sativus	SRR3207672	passes the trimming step	not used for transcript reconstruction	11173003/11173003	51.3693%	IU
C. sativus	SRR3207673	passes the trimming step	not used for transcript reconstruction	12424655/12424655	77.4869%	IU
C. sativus	SRR3207674	passes the trimming step	not used for transcript reconstruction	8455379/8455379	80.1871%	IU
C. sativus	SRR3207675	passes the trimming step	not used for transcript reconstruction	10167872/10167872	77.958%	IU
C. sativus	SRR3207676	passes the trimming step	not used for transcript reconstruction	12465697/12465697	62.5789%	IU
C. sativus	SRR3207677	passes the trimming step	not used for transcript reconstruction	12597370/12597370	76.0197%	IU
C. sativus	SRR3207678	passes the trimming step	not used for transcript reconstruction	11279795/11279795	70.7188%	IU
C. sativus	SRR3207679	passes the trimming step	not used for transcript reconstruction	11247297/11247297	83.3146%	IU
C. sativus	SRR3207680	passes the trimming step	not used for transcript reconstruction	11039139/11039139	62.5194%	IU
C. sativus	SRR3286344	passes the trimming step	used for transcript reconstruction	6029924	73.0969%	SR
C. sativus	SRR3286345	passes the trimming step	used for transcript reconstruction	5967856	73.328%	SR
C. sativus	SRR3286346	passes the trimming step	used for transcript reconstruction	6116288	73.0515%	SR
C. sativus	SRR3286347	passes the trimming step	used for transcript reconstruction	6091563	73.345%	SR
C. sativus	SRR3310308	passes the trimming step	not used for transcript reconstruction	31554428/31554428	81.8125%	IU
C. sativus	SRR3310309	passes the trimming step	not used for transcript reconstruction	28084780/28084780	80.849%	IU
C. sativus	SRR3310310	passes the trimming step	not used for transcript reconstruction	34421795/34421795	78.8096%	IU
C. sativus	SRR3310311	passes the trimming step	not used for transcript reconstruction	34592626/34592626	81.5685%	IU
C. sativus	SRR3316492	passes the trimming step	not used for transcript reconstruction	11835299	0.00380219%	NA
C. sativus	SRR3316493	passes the trimming step	not used for transcript reconstruction	12543003	0.000143506%	NA
C. sativus	SRR3488589	passes the trimming step	used for transcript reconstruction	22495762/22495762	81.0047%	ISR
C. sativus	SRR3488590	passes the trimming step	used for transcript reconstruction	21346396/21346396	77.9315%	ISR
C. sativus	SRR3488591	passes the trimming step	used for transcript reconstruction	23727841/23727841	76.5993%	ISR
C. sativus	SRR3488592	passes the trimming step	used for transcript reconstruction	21117554/21117554	83.4119%	ISR
C. sativus	SRR3488593	passes the trimming step	used for transcript reconstruction	21518531/21518531	84.0836%	ISR
C. sativus	SRR3488594	passes the trimming step	used for transcript reconstruction	23872954/23872954	82.6133%	ISR
C. sativus	SRR3488595	passes the trimming step	used for transcript reconstruction	23087985/23087985	84.3862%	ISR
C. sativus	SRR3488596	passes the trimming step	used for transcript reconstruction	22109107/22109107	84.9835%	ISR
C. sativus	SRR3488597	passes the trimming step	used for transcript reconstruction	24787198/24787198	75.8324%	ISR
C. sativus	SRR3488598	passes the trimming step	used for transcript reconstruction	24131696/24131696	79.9944%	ISR
C. sativus	SRR3488599	passes the trimming step	used for transcript reconstruction	19999966/19999966	81.4924%	ISR
C. sativus	SRR3488600	passes the trimming step	used for transcript reconstruction	28822734/28822734	86.0488%	ISR
C. sativus	SRR351476	passes the trimming step	not used for transcript reconstruction	6419961/6419961	90.0353%	IU
C. sativus	SRR351489	passes the trimming step	not used for transcript reconstruction	7445649/7445649	89.484%	IU
C. sativus	SRR351495	passes the trimming step	not used for transcript reconstruction	6595670/6595670	88.7753%	IU
C. sativus	SRR351499	passes the trimming step	not used for transcript reconstruction	6562896/6562896	90.184%	IU
C. sativus	SRR351905	passes the trimming step	not used for transcript reconstruction	12373009/12373009	92.0818%	IU
C. sativus	SRR351906	passes the trimming step	not used for transcript reconstruction	14429084/14429084	89.4184%	IU
C. sativus	SRR351908	passes the trimming step	not used for transcript reconstruction	14437686/14437686	90.1623%	IU
C. sativus	SRR351910	passes the trimming step	not used for transcript reconstruction	8735138/8735138	91.4291%	IU
C. sativus	SRR351911	passes the trimming step	not used for transcript reconstruction	8853997/8853997	91.264%	IU
C. sativus	SRR351912	passes the trimming step	not used for transcript reconstruction	12548048/12548048	89.4768%	IU
C. sativus	SRR3535145	passes the trimming step	not used for transcript reconstruction	15629192	84.9983%	U
C. sativus	SRR3535146	passes the trimming step	not used for transcript reconstruction	16231068	84.9605%	U
C. sativus	SRR3535147	passes the trimming step	not used for transcript reconstruction	15890046	85.2591%	U
C. sativus	SRR3535148	passes the trimming step	not used for transcript reconstruction	15914571	85.1616%	U
C. sativus	SRR3535150	passes the trimming step	not used for transcript reconstruction	15179612	85.1657%	U
C. sativus	SRR3535151	passes the trimming step	not used for transcript reconstruction	15309354	85.8864%	U
C. sativus	SRR3535152	passes the trimming step	not used for transcript reconstruction	15369897	83.9958%	U
C. sativus	SRR3535153	passes the trimming step	not used for transcript reconstruction	16389365	83.9559%	U
C. sativus	SRR3535154	passes the trimming step	not used for transcript reconstruction	16066621	85.3383%	U
C. sativus	SRR3535156	passes the trimming step	not used for transcript reconstruction	15425756	86.1193%	U
C. sativus	SRR3535157	passes the trimming step	not used for transcript reconstruction	16394716	84.7421%	U
C. sativus	SRR364991	doesn't pass the trimming step	NA	0	NA	NA
C. sativus	SRR3872490	passes the trimming step	not used for transcript reconstruction	15564002	19.4114%	U
C. sativus	SRR3872492	passes the trimming step	not used for transcript reconstruction	21923935	19.3778%	U
C. sativus	SRR3872493	passes the trimming step	not used for transcript reconstruction	17652870	18.3865%	U
C. sativus	SRR3872494	passes the trimming step	not used for transcript reconstruction	20425171	17.4073%	U
C. sativus	SRR3872495	passes the trimming step	not used for transcript reconstruction	16544409	19.25%	U
C. sativus	SRR3872496	passes the trimming step	not used for transcript reconstruction	18445561	18.217%	U
C. sativus	SRR3872498	passes the trimming step	not used for transcript reconstruction	16958894	17.59%	U
C. sativus	SRR3872501	passes the trimming step	not used for transcript reconstruction	17390767	18.1263%	U
C. sativus	SRR3872503	passes the trimming step	not used for transcript reconstruction	19590628	15.4211%	U
C. sativus	SRR3872505	passes the trimming step	not used for transcript reconstruction	19840969	19.3153%	U
C. sativus	SRR3872507	passes the trimming step	not used for transcript reconstruction	13285803	18.9581%	U
C. sativus	SRR3872508	passes the trimming step	not used for transcript reconstruction	16915774	18.773%	U
C. sativus	SRR3954457	passes the trimming step	not used for transcript reconstruction	11167766	89.1252%	U
C. sativus	SRR3954458	passes the trimming step	not used for transcript reconstruction	11188047	90.3417%	U
